0,1,2,3,4,5,6,7,8,9,10,11
-546.4400145083748,74.78475461373748,4.459873307627355,48.98652115773167,-2.9196700147952326,31.083178556088534,14.478012638777168,14.921330956538153,13.592208871492105,12.493142540164282,14.401778123762739,2.987247328116648
-541.1620835226688,78.325682143661,3.563435348749607,48.901566631627546,-1.2124481071418138,29.760479819237435,10.704155870746483,15.542822866570251,13.033088776582677,5.950761993358364,7.523187554041376,1.1199666194767388
-542.4281554085376,75.91332591288085,2.335248511009704,44.69829223642731,-4.079623241972071,31.592920144990035,6.888348191552142,14.74944444702291,15.204649861204253,5.552455473452126,7.431755849636296,-4.522728588436488
-546.4494841357077,70.18991557231041,-1.4866927304531488,40.86776321979822,-3.656142313546883,34.458103831969865,8.304365344919571,13.87551666759573,11.475751958524018,7.205600746918366,7.139809039037557,-5.72824110968854
-548.6570265454029,71.03156205996402,1.473578797074906,40.98382033743553,-7.384207808380672,31.46307972855786,9.681947534358462,16.56349696999112,14.321271405773818,6.650083569792949,8.589015017092052,-1.409351664856298
-549.3609070829555,71.82859037444993,2.7651752474883726,42.53305727085418,-9.396894838699861,29.764107468760784,10.208719408779093,14.582878010333268,14.049419077533704,3.8930590655362973,9.159384043288949,-0.31306301533859326
-545.972700839275,74.33790371241022,2.1179913089426994,45.94941924891094,-3.795740160133869,27.56705258187677,7.0529092839036025,14.260404289590191,10.037565887041644,2.9649791651568758,11.657591102647707,0.0608535312627303
-542.9629729535192,70.53555326174714,0.17725855377299404,48.12458416095079,-5.088395643803983,24.597022050575113,1.907161837657245,14.242407536367118,10.669912998334755,4.275625199098248,10.761339311692549,-1.2920740629628373
-537.1520723413223,72.39931036512124,4.350207931887756,52.501937475570514,-5.219468179249441,27.23419600425166,0.6970330088263511,11.566593712936022,7.73363391873878,4.049187238473044,12.198355272041123,-2.5733850314095075
-538.6252378574258,76.19326277706398,4.019213140652556,47.253326098602045,-2.3691046817360175,29.576586981351646,2.094351467732267,12.57873368359331,5.790296567268834,4.011169032192239,13.590754668258498,-2.8108070626579704
-530.813753512609,79.49506839436667,2.2331998165839275,48.212422048938265,0.24027303731759164,32.07656408791374,6.423454654060602,15.11803537153199,7.072148379468528,9.591846835398684,15.619104054081353,0.3854471277917918
-496.76664370077253,101.8946272010882,11.098529450380465,55.99882997042738,3.796892829753684,38.18163555748632,6.590696184330122,16.709535912152845,2.7997428286888404,1.1396016172185812,9.262582285625719,1.2869766105564824
