-4.814348492947422642e+02,1.141770304677658316e+02,6.370198789981176901e+01,3.708403598643300825e+01,3.180436649994859977e+01,3.503836348362041520e+01,-3.439990990440751517e+00,-3.926403162117532375e+00,-1.369916739222489710e+01,-1.734927080434205493e+01,2.432317360971004927e+00,-9.091764522848121644e+00
-4.272229333097650965e+02,1.319971078195816858e+02,4.728708214520254671e+01,4.335606732925377571e+01,4.027342041420236995e+01,3.817661287636343559e+01,-1.327815620664075169e+01,-9.839536143797950274e+00,-1.081519623619514903e+01,-2.850947831899945939e+01,-1.173931442325652696e+01,-6.954623106142898692e+00
-3.796989162521491608e+02,1.418687547377558076e+02,3.283971773349129819e+01,3.723817939461048354e+01,4.010946569625617997e+01,3.737064650810698652e+01,-1.797599490030966507e+01,-1.783351002770296390e+01,-1.371018174428981595e+01,-2.902298970237449538e+01,-1.862794681402306196e+01,-2.713199183176534746e+00
-3.639618207807146177e+02,1.363653429523621412e+02,2.431695545200592079e+01,2.713150777661805790e+01,4.499352943882261968e+01,3.465793566267093695e+01,-2.011095990865017669e+01,-2.012176674343348637e+01,-1.306772686895597424e+01,-2.366362522720097061e+01,-2.118132232559964478e+01,-1.551367342913936742e+00
-3.492370440185043208e+02,1.234069236931157292e+02,1.020099919178375814e+01,1.737564284592885500e+01,4.282598492041083205e+01,3.528408534191090951e+01,-1.764466284502459104e+01,-1.858843940725753896e+01,-1.519097327027004951e+01,-1.878157153192447026e+01,-2.655151537949797103e+01,-5.296574481585558658e+00
-2.604650187954659941e+02,1.418639080176712355e+02,-2.131474704178698687e+01,2.455591778360360067e+01,2.910914887874767132e+01,1.023122817826577169e+01,-1.664913209376616976e+01,-2.065747467511850033e+01,-3.308681162861356739e+01,-8.973317167177928155e+00,-8.879706402225583162e+00,-1.610625498168646175e+01
-1.527126746500630077e+02,1.349540764899569751e+02,-5.033034379664044877e+01,2.249174974593636023e+01,2.100286629345997369e+01,-1.353399381287742997e+01,-3.065743458103792562e+01,-1.613446915701647910e+01,-3.716234420505887215e+01,4.101239833173312421e-01,2.542403958445454748e+00,-2.389893664585856214e+01
-9.580766436416888610e+01,1.128604595150369789e+02,-6.578308106479782680e+01,2.123355361031953947e+01,7.276160314371369786e+00,-2.334558821907334902e+01,-2.583721316780896871e+01,-6.518226421781434965e+00,-3.146199860751309885e+01,3.773722158766559698e+00,-1.484774264370156693e-01,-2.143481062038210183e+01
-8.588550188973124477e+01,9.929281322208399274e+01,-7.372288083263352121e+01,2.660116471267872384e+01,4.475160244812575350e+00,-2.775763254529486801e+01,-1.284651497166630385e+01,-7.188737400599078953e+00,-1.490668035444934958e+01,4.275826456960468924e+00,1.526928224232092957e+00,-1.950677473161501396e+01
-8.936641355068690018e+01,9.489688921992930659e+01,-8.341763511328476000e+01,1.813286563475230651e+01,9.189208458954212233e+00,-2.909587803963682617e+01,1.947721400053167018e-01,-1.123089080526774985e+01,-4.358041155513654452e+00,-4.623299761615314862e-01,2.737307764731021553e+00,-1.962236504455942310e+01
